P01_01_1, P01, P01_01, 00:00:02.629, 00:00:04.37, 00:00:06.17, 262, 370, turn on light, turn-on, 6, light, 114, ['light'], [114]
P11_08_11, P11, P11_08, 00:00:18.830, 00:00:18.32, 00:00:19.19, 1099, 1151, put in fridge, put-in, 5, fridge, 12, ['fridge'], [12]
P11_08_16, P11, P11_08, 00:00:27.630, 00:00:26.55, 00:00:27.41, 1593, 1644, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P11_08_3, P11, P11_08, 00:00:07.799, 00:00:07.32, 00:00:08.73, 439, 523, put in fridge, put-in, 5, fridge, 12, ['fridge'], [12]
P11_08_5, P11, P11_08, 00:00:11.049, 00:00:10.37, 00:00:11.67, 622, 700, put in fridge, put-in, 5, fridge, 12, ['fridge'], [12]
P11_08_9, P11, P11_08, 00:00:16.379, 00:00:15.01, 00:00:16.13, 900, 967, put in fridge, put-in, 5, fridge, 12, ['fridge'], [12]
P11_09_1, P11, P11_09, 00:00:15.519, 00:00:13.89, 00:00:17.09, 833, 1025, take out oven tray, take-out, 12, tray:oven, 35, ['tray:oven'], [35]
P11_09_15, P11, P11_09, 00:02:09.759, 00:02:00.62, 00:02:01.99, 7237, 7319, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_09_17, P11, P11_09, 00:02:21.530, 00:02:16.63, 00:02:33.75, 8197, 9225, wash slicer, wash, 2, slicer, 220, ['slicer'], [220]
P11_09_19, P11, P11_09, 00:02:36.350, 00:02:35.10, 00:02:35.96, 9306, 9357, put slicer on drying rack, put-on, 1, slicer, 220, ['slicer', 'rack:drying'], [220, 110]
P11_09_25, P11, P11_09, 00:02:53.980, 00:02:53.42, 00:02:54.44, 10405, 10466, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P11_09_30, P11, P11_09, 00:03:24.780, 00:03:24.16, 00:03:25.06, 12249, 12303, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P11_09_32, P11, P11_09, 00:03:28.760, 00:03:28.01, 00:03:28.88, 12480, 12532, pick up fork, pick-up, 0, fork, 14, ['fork'], [14]
P11_09_37, P11, P11_09, 00:05:17.159, 00:05:06.48, 00:05:17.46, 18388, 19047, scrub chopping block, scrub, 29, block:chopping, 18, ['block:chopping'], [18]
P11_09_38, P11, P11_09, 00:05:18.659, 00:05:17.47, 00:05:18.62, 19048, 19117, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_09_39, P11, P11_09, 00:05:19.719, 00:05:18.66, 00:05:22.98, 19119, 19378, rinse fork, rinse, 2, fork, 14, ['fork'], [14]
P11_101_1, P11, P11_101, 00:00:06.351, 00:00:04.24, 00:00:07.94, 212, 397, close dishwasher, close, 4, dishwasher, 70, ['dishwasher'], [70]
P11_101_11, P11, P11_101, 00:00:56.850, 00:00:54.00, 00:00:58.07, 2700, 2903, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_101_12, P11, P11_101, 00:01:00.851, 00:00:58.10, 00:01:01.04, 2905, 3052, place down pot, place-down, 1, pot, 29, ['pot'], [29]
P11_101_14, P11, P11_101, 00:01:07.101, 00:01:06.16, 00:01:08.82, 3308, 3440, put sous vide machine in pot, put-in, 5, machine:sous:vide, 250, ['machine:sous:vide', 'pot'], [250, 29]
P11_101_15, P11, P11_101, 00:01:11.600, 00:01:09.15, 00:01:14.51, 3457, 3725, turn on sous vide machine, turn-on, 6, machine:sous:vide, 250, ['machine:sous:vide'], [250]
P11_101_17, P11, P11_101, 00:01:45.101, 00:01:41.97, 00:01:46.39, 5098, 5319, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P11_101_21, P11, P11_101, 00:01:54.350, 00:01:53.56, 00:01:55.16, 5678, 5758, close fridge, close, 4, fridge, 12, ['fridge'], [12]
P11_101_26, P11, P11_101, 00:02:04.851, 00:02:02.74, 00:02:05.75, 6137, 6287, pick up measuring jug, pick-up, 0, jug:measuring, 66, ['jug:measuring'], [66]
P11_101_27, P11, P11_101, 00:02:06.101, 00:02:05.91, 00:02:06.55, 6295, 6327, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_101_29, P11, P11_101, 00:02:10.601, 00:02:10.55, 00:02:11.22, 6527, 6561, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_101_3, P11, P11_101, 00:00:11.351, 00:00:11.30, 00:00:12.93, 565, 646, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_101_32, P11, P11_101, 00:02:19.101, 00:02:18.85, 00:02:20.18, 6942, 7009, put down jug, put-down, 1, jug, 66, ['jug'], [66]
P11_101_4, P11, P11_101, 00:00:14.851, 00:00:13.15, 00:00:15.54, 657, 777, put pot in sink, put-in, 5, pot, 29, ['pot', 'sink'], [29, 63]
P11_101_5, P11, P11_101, 00:00:16.601, 00:00:15.18, 00:00:17.10, 759, 855, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_101_7, P11, P11_101, 00:00:24.601, 00:00:22.27, 00:00:27.90, 1113, 1395, pick up sous vide machine, pick-up, 0, machine:sous:vide, 250, ['machine:sous:vide'], [250]
P11_101_9, P11, P11_101, 00:00:30.351, 00:00:29.54, 00:00:32.29, 1477, 1614, put down sous vide machine, put-down, 1, machine:sous:vide, 250, ['machine:sous:vide'], [250]
P11_102_1, P11, P11_102, 00:00:10.101, 00:00:07.25, 00:00:09.54, 362, 476, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_102_10, P11, P11_102, 00:00:27.600, 00:00:25.85, 00:00:28.05, 1292, 1402, put pot on hob, put-on, 1, pot, 29, ['pot', 'hob'], [29, 24]
P11_102_11, P11, P11_102, 00:00:29.101, 00:00:28.02, 00:00:30.22, 1401, 1511, turn on hob light, turn-on, 6, light:hob, 114, ['light:hob'], [114]
P11_102_12, P11, P11_102, 00:00:30.601, 00:00:30.31, 00:00:31.96, 1515, 1598, turn on hob, turn-on, 6, hob, 24, ['hob'], [24]
P11_102_13, P11, P11_102, 00:00:32.101, 00:00:32.06, 00:00:33.79, 1603, 1689, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_102_14, P11, P11_102, 00:00:33.851, 00:00:34.44, 00:00:35.25, 1722, 1762, put pot on hob, put-on, 1, pot, 29, ['pot', 'hob'], [29, 24]
P11_102_15, P11, P11_102, 00:00:37.351, 00:00:37.27, 00:00:38.18, 1863, 1909, pick up kettle, pick-up, 0, kettle, 44, ['kettle'], [44]
P11_102_18, P11, P11_102, 00:00:52.351, 00:00:49.21, 00:00:53.11, 2460, 2655, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_102_19, P11, P11_102, 00:00:57.601, 00:00:52.92, 00:00:59.38, 2646, 2969, put kettle on dock, put-on, 1, kettle, 44, ['kettle', 'dock'], [44, 249]
P11_102_2, P11, P11_102, 00:00:11.351, 00:00:09.64, 00:00:12.49, 482, 624, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_102_20, P11, P11_102, 00:00:59.101, 00:00:59.34, 00:00:59.80, 2967, 2990, turn on kettle, turn-on, 6, kettle, 44, ['kettle'], [44]
P11_102_21, P11, P11_102, 00:01:02.851, 00:01:02.71, 00:01:04.23, 3135, 3211, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P11_102_29, P11, P11_102, 00:01:32.101, 00:01:30.36, 00:01:34.17, 4518, 4708, pick up chopping board, pick-up, 0, board:chopping, 18, ['board:chopping'], [18]
P11_102_3, P11, P11_102, 00:00:14.100, 00:00:13.99, 00:00:14.86, 699, 743, put down pots, put-down, 1, pot, 29, ['pot'], [29]
P11_102_31, P11, P11_102, 00:01:36.101, 00:01:35.10, 00:01:36.62, 4755, 4831, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P11_102_4, P11, P11_102, 00:00:14.851, 00:00:14.84, 00:00:15.80, 742, 790, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_102_42, P11, P11_102, 00:01:57.851, 00:01:57.59, 00:01:58.36, 5879, 5918, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_102_46, P11, P11_102, 00:02:09.851, 00:02:09.26, 00:02:10.33, 6463, 6516, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P11_102_47, P11, P11_102, 00:02:13.102, 00:02:12.36, 00:02:13.32, 6618, 6666, pick up knife sharpener, pick-up, 0, sharpener:knife, 212, ['sharpener:knife'], [212]
P11_102_49, P11, P11_102, 00:02:20.601, 00:02:19.92, 00:02:20.91, 6996, 7045, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P11_102_50, P11, P11_102, 00:02:22.101, 00:02:20.00, 00:02:23.35, 7000, 7167, put down knife sharpener, put-down, 1, sharpener:knife, 212, ['sharpener:knife'], [212]
P11_102_6, P11, P11_102, 00:00:19.601, 00:00:19.18, 00:00:19.90, 959, 994, put down pot, put-down, 1, pot, 29, ['pot'], [29]
P11_102_65, P11, P11_102, 00:04:32.101, 00:04:31.19, 00:04:33.26, 13559, 13663, pick up measuring cylinder, pick-up, 0, cylinder:measuring, 66, ['cylinder:measuring'], [66]
P11_102_70, P11, P11_102, 00:04:51.352, 00:04:49.75, 00:04:51.81, 14487, 14590, put away jug, put-away, 1, jug, 66, ['jug'], [66]
P11_102_72, P11, P11_102, 00:05:05.602, 00:05:04.48, 00:05:09.51, 15224, 15475, pick up kettle, pick-up, 0, kettle, 44, ['kettle'], [44]
P11_102_77, P11, P11_102, 00:05:28.101, 00:05:27.31, 00:05:29.89, 16365, 16494, put down kettle, put-down, 1, kettle, 44, ['kettle'], [44]
P11_102_8, P11, P11_102, 00:00:24.601, 00:00:23.99, 00:00:24.63, 1199, 1231, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_103_0, P11, P11_103, 00:00:05.101, 00:00:04.07, 00:00:05.96, 203, 298, turn on oven, turn-on, 6, oven, 46, ['oven'], [46]
P11_103_11, P11, P11_103, 00:00:30.851, 00:00:30.12, 00:00:31.54, 1506, 1577, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P11_103_12, P11, P11_103, 00:00:31.601, 00:00:31.37, 00:00:32.31, 1568, 1615, put down chopping board, put-down, 1, board:chopping, 18, ['board:chopping'], [18]
P11_103_16, P11, P11_103, 00:00:43.101, 00:00:42.71, 00:00:43.61, 2135, 2180, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P11_103_18, P11, P11_103, 00:00:51.601, 00:00:51.12, 00:00:52.03, 2556, 2601, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P11_103_25, P11, P11_103, 00:01:18.851, 00:01:17.31, 00:01:19.39, 3865, 3969, pick up chopping block, pick-up, 0, block:chopping, 18, ['block:chopping'], [18]
P11_103_26, P11, P11_103, 00:01:21.601, 00:01:20.87, 00:01:22.45, 4043, 4122, open dishwasher, open, 3, dishwasher, 70, ['dishwasher'], [70]
P11_103_27, P11, P11_103, 00:01:24.601, 00:01:24.76, 00:01:28.52, 4238, 4426, rinse chopping block, rinse, 2, block:chopping, 18, ['block:chopping'], [18]
P11_103_28, P11, P11_103, 00:01:28.601, 00:01:28.32, 00:01:29.07, 4416, 4453, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_103_30, P11, P11_103, 00:01:30.601, 00:01:30.31, 00:01:31.34, 4515, 4567, put chopping block on drying rack, put-on, 1, block:chopping, 18, ['block:chopping', 'rack:drying'], [18, 110]
P11_103_31, P11, P11_103, 00:01:32.101, 00:01:31.43, 00:01:32.46, 4571, 4623, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_103_33, P11, P11_103, 00:01:32.851, 00:01:32.49, 00:01:33.23, 4624, 4661, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_103_37, P11, P11_103, 00:01:40.351, 00:01:39.21, 00:01:42.87, 4960, 5143, pick up bowls, pick-up, 0, bowl, 7, ['bowl'], [7]
P11_103_39, P11, P11_103, 00:01:43.851, 00:01:43.75, 00:01:44.41, 5187, 5220, put down bowls, put-down, 1, bowl, 7, ['bowl'], [7]
P11_103_41, P11, P11_103, 00:01:45.851, 00:01:45.43, 00:01:46.57, 5271, 5328, pick up bowl, pick-up, 0, bowl, 7, ['bowl'], [7]
P11_103_42, P11, P11_103, 00:01:46.601, 00:01:46.45, 00:01:47.05, 5322, 5352, put down bowl, put-down, 1, bowl, 7, ['bowl'], [7]
P11_103_46, P11, P11_103, 00:01:57.601, 00:01:56.55, 00:01:59.89, 5827, 5994, pick up forks, pick-up, 0, fork, 14, ['fork'], [14]
P11_103_47, P11, P11_103, 00:02:01.360, 00:02:01.16, 00:02:02.62, 6058, 6131, put down forks, put-down, 1, fork, 14, ['fork'], [14]
P11_103_48, P11, P11_103, 00:02:04.101, 00:02:03.75, 00:02:04.59, 6187, 6229, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P11_103_49, P11, P11_103, 00:02:06.601, 00:02:06.60, 00:02:08.25, 6330, 6412, rinse knife, rinse, 2, knife, 4, ['knife'], [4]
P11_103_5, P11, P11_103, 00:00:17.351, 00:00:15.99, 00:00:17.88, 799, 894, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P11_103_50, P11, P11_103, 00:02:08.851, 00:02:08.55, 00:02:09.47, 6427, 6473, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_103_53, P11, P11_103, 00:02:12.601, 00:02:12.63, 00:02:13.15, 6631, 6657, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_103_54, P11, P11_103, 00:02:14.351, 00:02:13.67, 00:02:14.24, 6683, 6712, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_103_55, P11, P11_103, 00:02:14.851, 00:02:14.64, 00:02:18.01, 6731, 6900, clean knife, clean, 2, knife, 4, ['knife'], [4]
P11_103_56, P11, P11_103, 00:02:18.601, 00:02:18.75, 00:02:22.15, 6937, 7107, rinse off knife, rinse-off, 2, knife, 4, ['knife'], [4]
P11_103_57, P11, P11_103, 00:02:23.101, 00:02:22.37, 00:02:25.58, 7118, 7278, dry off knife, dry-off, 14, knife, 4, ['knife'], [4]
P11_103_58, P11, P11_103, 00:02:27.351, 00:02:26.74, 00:02:30.39, 7337, 7519, wipe knife, wipe, 2, knife, 4, ['knife'], [4]
P11_103_59, P11, P11_103, 00:02:31.601, 00:02:29.45, 00:02:32.98, 7472, 7648, put away knife, put-away, 1, knife, 4, ['knife'], [4]
P11_103_6, P11, P11_103, 00:00:18.351, 00:00:17.94, 00:00:18.37, 897, 918, put down knife, put-down, 1, knife, 4, ['knife'], [4]
P11_103_67, P11, P11_103, 00:02:51.351, 00:02:51.16, 00:02:51.77, 8558, 8588, pick up pan, pick-up, 0, pan, 5, ['pan'], [5]
P11_103_68, P11, P11_103, 00:02:58.101, 00:02:56.79, 00:02:57.98, 8839, 8899, put down pan, put-down, 1, pan, 5, ['pan'], [5]
P11_103_8, P11, P11_103, 00:00:20.601, 00:00:19.75, 00:00:22.06, 987, 1103, pick up chopping board, pick-up, 0, board:chopping, 18, ['board:chopping'], [18]
P11_103_9, P11, P11_103, 00:00:22.851, 00:00:22.34, 00:00:23.26, 1117, 1163, pick up knife, pick-up, 0, knife, 4, ['knife'], [4]
P11_104_0, P11, P11_104, 00:00:05.351, 00:00:04.42, 00:00:05.89, 221, 294, turn off oven, turn-off, 8, oven, 46, ['oven'], [46]
P11_104_118, P11, P11_104, 00:09:16.851, 00:09:15.33, 00:09:18.17, 27766, 27908, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
P11_104_119, P11, P11_104, 00:09:18.350, 00:09:18.03, 00:09:19.08, 27901, 27954, place pan in sink, place-in, 5, pan, 5, ['pan', 'sink'], [5, 63]
P11_104_120, P11, P11_104, 00:09:20.101, 00:09:19.79, 00:09:20.89, 27989, 28044, open dishwasher, open, 3, dishwasher, 70, ['dishwasher'], [70]
P11_104_121, P11, P11_104, 00:09:21.601, 00:09:20.85, 00:09:23.95, 28042, 28197, put spatula in dishwasher, put-in, 5, spatula, 20, ['spatula', 'dishwasher'], [20, 70]
P11_104_122, P11, P11_104, 00:09:24.601, 00:09:24.17, 00:09:25.04, 28208, 28252, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_104_123, P11, P11_104, 00:09:28.601, 00:09:26.46, 00:09:31.78, 28323, 28589, rinse pan, rinse, 2, pan, 5, ['pan'], [5]
P11_104_124, P11, P11_104, 00:09:32.351, 00:09:32.14, 00:09:32.59, 28607, 28629, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_128, P11, P11_104, 00:09:40.351, 00:09:40.03, 00:09:41.14, 29001, 29057, pick up pan, pick-up, 0, pan, 5, ['pan'], [5]
P11_104_130, P11, P11_104, 00:09:43.351, 00:09:43.06, 00:09:53.81, 29152, 29690, scrub pan, scrub, 29, pan, 5, ['pan'], [5]
P11_104_131, P11, P11_104, 00:09:53.601, 00:09:53.59, 00:09:54.19, 29679, 29709, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_104_133, P11, P11_104, 00:10:03.101, 00:10:02.51, 00:10:03.25, 30125, 30162, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_135, P11, P11_104, 00:10:05.851, 00:10:05.46, 00:10:06.68, 30273, 30333, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_104_136, P11, P11_104, 00:10:09.601, 00:10:09.66, 00:10:11.32, 30483, 30566, put pan on hob, put-on, 1, pan, 5, ['pan', 'hob'], [5, 24]
P11_104_137, P11, P11_104, 00:10:13.851, 00:10:13.87, 00:10:14.81, 30693, 30740, pick up bowls, pick-up, 0, bowl, 7, ['bowl'], [7]
P11_104_138, P11, P11_104, 00:10:16.101, 00:10:15.88, 00:10:17.30, 30794, 30864, put down bowls, put-down, 1, bowl, 7, ['bowl'], [7]
P11_104_139, P11, P11_104, 00:10:17.601, 00:10:17.31, 00:10:18.64, 30865, 30932, pick up fork, pick-up, 0, fork, 14, ['fork'], [14]
P11_104_14, P11, P11_104, 00:00:43.102, 00:00:38.82, 00:00:43.73, 1941, 2186, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_104_140, P11, P11_104, 00:10:19.101, 00:10:18.44, 00:10:19.57, 30922, 30978, put down fork, put-down, 1, fork, 14, ['fork'], [14]
P11_104_141, P11, P11_104, 00:10:20.351, 00:10:19.95, 00:10:20.96, 30997, 31048, pick up fork, pick-up, 0, fork, 14, ['fork'], [14]
P11_104_142, P11, P11_104, 00:10:20.851, 00:10:21.00, 00:10:21.59, 31050, 31079, put down fork, put-down, 1, fork, 14, ['fork'], [14]
P11_104_147, P11, P11_104, 00:10:28.101, 00:10:28.11, 00:10:28.96, 31405, 31448, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P11_104_15, P11, P11_104, 00:00:45.601, 00:00:44.14, 00:00:46.14, 2207, 2307, put colander on pot, put-on, 1, colander, 39, ['colander', 'pot'], [39, 29]
P11_104_16, P11, P11_104, 00:00:47.602, 00:00:47.17, 00:00:48.86, 2358, 2443, put down pot, put-down, 1, pot, 29, ['pot'], [29]
P11_104_164, P11, P11_104, 00:11:29.600, 00:11:29.50, 00:11:29.92, 34475, 34496, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_17, P11, P11_104, 00:00:49.851, 00:00:49.53, 00:00:50.57, 2476, 2528, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_104_18, P11, P11_104, 00:00:51.602, 00:00:50.59, 00:00:51.94, 2529, 2597, put pot on hob, put-on, 1, pot, 29, ['pot', 'hob'], [29, 24]
P11_104_181, P11, P11_104, 00:13:01.124, 00:12:57.61, 00:13:10.46, 38880, 39523, use knife to open jar, open, 3, knife, 4, ['knife', 'jar'], [4, 40]
P11_104_182, P11, P11_104, 00:13:10.351, 00:13:09.96, 00:13:11.53, 39498, 39576, put back knife, put-back, 1, knife, 4, ['knife'], [4]
P11_104_187, P11, P11_104, 00:13:28.351, 00:13:27.33, 00:13:28.81, 40366, 40440, pick up spoon, pick-up, 0, spoon, 1, ['spoon'], [1]
P11_104_190, P11, P11_104, 00:13:55.851, 00:13:56.12, 00:13:56.74, 41806, 41837, put spoon in sink, put-in, 5, spoon, 1, ['spoon', 'sink'], [1, 63]
P11_104_192, P11, P11_104, 00:14:00.601, 00:14:00.87, 00:14:02.34, 42043, 42117, open fridge, open, 3, fridge, 12, ['fridge'], [12]
P11_104_194, P11, P11_104, 00:14:05.351, 00:14:05.80, 00:14:06.57, 42290, 42328, pick up bowls, pick-up, 0, bowl, 7, ['bowl'], [7]
P11_104_195, P11, P11_104, 00:14:10.351, 00:14:10.10, 00:14:11.34, 42505, 42567, put down bowls, put-down, 1, bowl, 7, ['bowl'], [7]
P11_104_2, P11, P11_104, 00:00:09.601, 00:00:08.55, 00:00:10.08, 427, 504, pick up colander, pick-up, 0, colander, 39, ['colander'], [39]
P11_104_20, P11, P11_104, 00:00:57.101, 00:00:56.34, 00:00:57.20, 2817, 2860, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_104_22, P11, P11_104, 00:00:59.101, 00:00:58.94, 00:00:59.67, 2947, 2983, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_104_23, P11, P11_104, 00:01:00.352, 00:00:59.77, 00:01:01.85, 2988, 3092, rinse pot, rinse, 2, pot, 29, ['pot'], [29]
P11_104_26, P11, P11_104, 00:01:08.102, 00:01:08.36, 00:01:14.57, 3418, 3728, clean pot, clean, 2, pot, 29, ['pot'], [29]
P11_104_3, P11, P11_104, 00:00:11.100, 00:00:10.75, 00:00:11.97, 537, 598, put colander in sink, put-in, 5, colander, 39, ['colander', 'sink'], [39, 63]
P11_104_30, P11, P11_104, 00:01:32.601, 00:01:31.76, 00:01:37.38, 4588, 4869, rinse pot, rinse, 2, pot, 29, ['pot'], [29]
P11_104_31, P11, P11_104, 00:01:37.601, 00:01:37.43, 00:01:38.30, 4871, 4915, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_32, P11, P11_104, 00:01:38.851, 00:01:38.52, 00:01:39.26, 4926, 4963, put pot on drying rack, put-on, 1, pot, 29, ['pot', 'rack:drying'], [29, 110]
P11_104_33, P11, P11_104, 00:01:42.852, 00:01:42.55, 00:01:45.33, 5127, 5266, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_104_39, P11, P11_104, 00:02:09.350, 00:02:07.83, 00:02:11.73, 6391, 6586, pick up colander, pick-up, 0, colander, 39, ['colander'], [39]
P11_104_41, P11, P11_104, 00:02:42.853, 00:02:43.25, 00:02:48.01, 8162, 8400, rinse colander, rinse, 2, colander, 39, ['colander'], [39]
P11_104_42, P11, P11_104, 00:02:55.851, 00:02:56.34, 00:02:56.73, 8817, 8836, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_104_43, P11, P11_104, 00:02:57.601, 00:02:57.68, 00:02:59.00, 8884, 8950, rinse colander, rinse, 2, colander, 39, ['colander'], [39]
P11_104_45, P11, P11_104, 00:03:04.852, 00:03:05.05, 00:03:05.66, 9252, 9283, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_46, P11, P11_104, 00:03:06.101, 00:03:05.76, 00:03:06.44, 9288, 9322, put colander on drying rack, put-on, 1, colander, 39, ['colander', 'rack:drying'], [39, 110]
P11_104_47, P11, P11_104, 00:03:09.102, 00:03:09.30, 00:03:10.30, 9465, 9515, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_104_48, P11, P11_104, 00:03:11.600, 00:03:11.38, 00:03:12.45, 9569, 9622, put pot in sink, put-in, 5, pot, 29, ['pot', 'sink'], [29, 63]
P11_104_49, P11, P11_104, 00:03:11.853, 00:03:11.72, 00:03:12.45, 9586, 9622, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_104_5, P11, P11_104, 00:00:14.851, 00:00:14.50, 00:00:16.40, 725, 819, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_104_50, P11, P11_104, 00:03:12.851, 00:03:12.55, 00:03:17.78, 9627, 9889, rinse pot, rinse, 2, pot, 29, ['pot'], [29]
P11_104_51, P11, P11_104, 00:03:19.351, 00:03:19.22, 00:03:19.88, 9961, 9994, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_52, P11, P11_104, 00:03:21.100, 00:03:19.95, 00:03:27.00, 9997, 10350, wipe down pot, wipe-down, 2, pot, 29, ['pot'], [29]
P11_104_53, P11, P11_104, 00:03:27.101, 00:03:27.44, 00:03:28.28, 10372, 10414, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_104_54, P11, P11_104, 00:03:28.850, 00:03:28.40, 00:03:35.75, 10420, 10787, rinse pot, rinse, 2, pot, 29, ['pot'], [29]
P11_104_55, P11, P11_104, 00:03:35.850, 00:03:35.74, 00:03:36.40, 10787, 10820, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_56, P11, P11_104, 00:03:37.350, 00:03:37.16, 00:03:38.29, 10858, 10914, put pot on drying rack, put-on, 1, pot, 29, ['pot', 'rack:drying'], [29, 110]
P11_104_59, P11, P11_104, 00:03:53.850, 00:03:53.67, 00:03:55.25, 11683, 11762, pick up bowls, pick-up, 0, bowl, 7, ['bowl'], [7]
P11_104_60, P11, P11_104, 00:03:56.102, 00:03:54.60, 00:03:56.92, 11730, 11846, put down bowls, put-down, 1, bowl, 7, ['bowl'], [7]
P11_104_7, P11, P11_104, 00:00:18.351, 00:00:17.94, 00:00:20.20, 897, 1010, pick up pot, pick-up, 0, pot, 29, ['pot'], [29]
P11_104_73, P11, P11_104, 00:04:48.601, 00:04:48.15, 00:04:48.57, 14407, 14428, turn on tap, turn-on, 6, tap, 0, ['tap'], [0]
P11_104_75, P11, P11_104, 00:04:49.600, 00:04:48.80, 00:04:50.30, 14440, 14515, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_79, P11, P11_104, 00:05:08.102, 00:05:07.87, 00:05:08.45, 15393, 15422, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_83, P11, P11_104, 00:05:15.600, 00:05:14.81, 00:05:15.87, 15740, 15793, pick up bowls, pick-up, 0, bowl, 7, ['bowl'], [7]
P11_104_84, P11, P11_104, 00:05:17.100, 00:05:16.76, 00:05:17.91, 15838, 15895, put down bowls, put-down, 1, bowl, 7, ['bowl'], [7]
P11_104_9, P11, P11_104, 00:00:22.601, 00:00:22.31, 00:00:23.30, 1115, 1165, put down pot, put-down, 1, pot, 29, ['pot'], [29]
P11_104_94, P11, P11_104, 00:06:29.100, 00:06:28.32, 00:06:29.64, 19416, 19482, turn off tap, turn-off, 8, tap, 0, ['tap'], [0]
P11_104_97, P11, P11_104, 00:06:57.851, 00:06:55.46, 00:06:58.60, 20773, 20930, pick up spatula, pick-up, 0, spatula, 20, ['spatula'], [20]
